title,price,rooms,area,parking,bathrooms,tax,condominium_fee,link,city,neighborhood
"Kitnet com 1 dormitório para alugar, 20 m² por R$ 800,00/mês - Novo Mundo - Curitiba/PR",800,1.0,20.0,,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/kitnet-com-1-dormitorio-para-alugar-20-m-por-r-800-00-mes-novo-mundo-curitiba-pr-1332476277,Curitiba,Novo Mundo
Oportunidade Única Para Sair do Aluguel e Conquistar o Seu Imovel,980,3.0,,1.0,2.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/oportunidade-unica-para-sair-do-aluguel-e-conquistar-o-seu-imovel-1332469814,Curitiba,Rebouças
"Excelente apartamento com 1 dormitório para alugar, 40 m² por R$ 1.250/mês - Centro - Curi",1250,1.0,40.0,,1.0,600.0,400.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/excelente-apartamento-com-1-dormitorio-para-alugar-40-m-por-r-1-250-mes-centro-curi-1332469649,Curitiba,Centro
"Apartamentos para locação, Ahú, Curitiba, PR",1600,2.0,90.0,,1.0,150.0,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamentos-para-locacao-ahu-curitiba-pr-1332467597,Curitiba,Ahú
VILLAGIO FERRARA,1200,2.0,43.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/villagio-ferrara-1332462897,Araucária,Costeira
Apartamento 02 quartos - Parque da Fonte,1120,2.0,53.0,1.0,1.0,27.0,280.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-02-quartos-parque-da-fonte-1332451411,São José dos Pinhais,Parque da Fonte
Apartamento/casa no Bairro Cachoeira - Almirante Tamandaré,900,1.0,45.0,,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-casa-no-bairro-cachoeira-almirante-tamandare-1332448582,Almirante Tamandaré,Cachoeira
GARDEN DE 02 QUARTOS SEMIMOBILIADO,3490,2.0,88.0,1.0,2.0,115.0,410.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/garden-de-02-quartos-semimobiliado-1332446227,Curitiba,Novo Mundo
Apto com 2 dorms no Atual Bacacheri,1850,2.0,53.0,1.0,2.0,60.0,470.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apto-com-2-dorms-no-atual-bacacheri-1332445393,Curitiba,Bacacheri
"Apartamento com 2 dormitórios para alugar, 85 m² por R$ 6.950/mês - Campo Comprido - Curit",6200,2.0,85.0,1.0,2.0,,750.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-85-m-por-r-6-950-mes-campo-comprido-curit-1332444790,Curitiba,Campo Comprido
Apartamento 1 Quarto Mobiliado Bigorrilho,1990,1.0,45.0,,1.0,85.0,590.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-1-quarto-mobiliado-bigorrilho-764391862,Curitiba,Bigorrilho
"Excelente apartamento mobiliado no Edifício Studios Batel, a 50 m Do Shopping Curitiba.",3200,2.0,66.0,1.0,1.0,1.0,850.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/excelente-apartamento-mobiliado-no-edificio-studios-batel-a-50-m-do-shopping-curitiba-1331397738,Curitiba,Centro
Aluga Studio Mobiliado,1350,1.0,30.0,,,70.0,45.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/aluga-studio-mobiliado-1318298320,Curitiba,Parolin
Alugo apartamento no Cristo Rei,2900,2.0,54.0,1.0,3.0,150.0,570.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/alugo-apartamento-no-cristo-rei-1327205166,Curitiba,Cristo Rei
ALUGUE STUDIO COM VAGA ED. LIFESPACE CURITIBA,3300,1.0,33.0,1.0,1.0,,650.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/alugue-studio-com-vaga-ed-lifespace-curitiba-1332444730,Curitiba,Centro
"Apartamento com 2 dormitórios para alugar, 55 m² por R$ 6.275,00/mês - Batel - Curitiba/PR",4800,2.0,56.0,2.0,2.0,1500.0,1350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-55-m-por-r-6-275-00-mes-batel-curitiba-pr-1332444496,Curitiba,Batel
ALUGUE STUDIO COM 01 VAGA ED. 7TH AVENUE,2400,1.0,28.0,1.0,1.0,540.0,550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/alugue-studio-com-01-vaga-ed-7th-avenue-1332444354,Curitiba,Rebouças
Kitinete mobiliada em Araucária.,1200,1.0,,,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/kitinete-mobiliada-em-araucaria-1329107844,Araucária,Cachoeira
"Apartamento com 2 quartos para alugar por R$ 2800.00, 61.42 m2 - VILA IZABEL - CURITIBA/PR",2800,2.0,61.0,2.0,1.0,124.0,985.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-2800-00-61-42-m2-vila-izabel-curitiba-pr-1332442336,Curitiba,Vila Izabel
STUDIO DE ALTO PADRÃO DISPONÍVEL PARA LOCAÇÃO,3200,1.0,34.0,1.0,1.0,103.0,1715.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-de-alto-padrao-disponivel-para-locacao-1332441129,Curitiba,Centro
"APARTAMENTO com 2 dormitórios à venda com 117.75m² por R$ 530.000,00 no bairro Capão Raso",3000,2.0,70.0,1.0,2.0,69.0,580.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-a-venda-com-117-75m-por-r-530-000-00-no-bairro-capao-raso-1332439779,Curitiba,Capão Raso
"Apartamento com 4 quartos e 3 vagas, espaçoso e exclusivo no Batel, Curitiba/PR",8500,4.0,242.0,3.0,5.0,647.0,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-4-quartos-e-3-vagas-espacoso-e-exclusivo-no-batel-curitiba-pr-1332438330,Curitiba,Água Verde
Apartamento com 4 dormitórios no Cabral!,2800,4.0,107.0,1.0,4.0,210.0,970.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-4-dormitorios-no-cabral-1332438204,Curitiba,Cabral
"Apartamento com 3 quartos para alugar por R$ 2000.00, 135.00 m2 - BIGORRILHO - CURITIBA/PR",2000,3.0,135.0,,2.0,191.0,240.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-quartos-para-alugar-por-r-2000-00-135-00-m2-bigorrilho-curitiba-pr-1332421551,Curitiba,Mercês
"Duplex 42m2 mobiliado, churrasq. internet,maq.de lavar, garagem, 1 adulto não fumante",1260,1.0,42.0,1.0,1.0,,180.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/duplex-42m2-mobiliado-churrasq-internet-maq-de-lavar-garagem-1-adulto-nao-fumante-1332420090,Curitiba,Portão
Apartamento mobiliado no bairro portao direto proprietario,2100,3.0,85.0,1.0,2.0,45.0,500.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-no-bairro-portao-direto-proprietario-1332418426,Curitiba,Portão
Alugo Apartamento,1000,2.0,,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/alugo-apartamento-1332417747,Araucária,Capela Velha
Kitnet mobiliada - Centro - direto proprietário,1300,1.0,50.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/kitnet-mobiliada-centro-direto-proprietario-1332417242,Paranaguá,Leblon
Excelente apartamento para alugar,1200,2.0,48.0,1.0,1.0,,306.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/excelente-apartamento-para-alugar-1328293689,Colombo,Guaraituba
COBERTURA com 3 dormitórios à venda com 330m² no bairro Cabral - CURITIBA / PR,4900,3.0,155.0,3.0,4.0,330.0,1470.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-com-3-dormitorios-a-venda-com-330m-no-bairro-cabral-curitiba-pr-1332408759,Curitiba,Cabral
APARTAMENTO 2 QUARTOS COM SUÍTE NO JUVEVE,1950,2.0,55.0,1.0,2.0,90.0,360.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-2-quartos-com-suite-no-juveve-1332403394,Curitiba,Juvevê
Apartamento para alugar no Residencial Chateau Boulevard no Bacacheri.,2300,2.0,51.0,1.0,2.0,77.0,632.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-alugar-no-residencial-chateau-boulevard-no-bacacheri-1332400386,Curitiba,Bacacheri
Residencial Vista Parque-Imóvel para aluguel possui 47 metros quadrados com 2 quartos,2050,2.0,47.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/residencial-vista-parque-imovel-para-aluguel-possui-47-metros-quadrados-com-2-quartos-1332400243,São José dos Pinhais,Cidade Jardim
"Apartamento com 3 quartos para alugar por R$ 1800.00, 68.26 m2 - GUAIRA - CURITIBA/PR",1800,3.0,68.0,1.0,1.0,,646.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-quartos-para-alugar-por-r-1800-00-68-26-m2-guaira-curitiba-pr-1332398623,Curitiba,Guaíra
Apartamento Mobiliado Centro/Batel,3700,1.0,,,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-centro-batel-1332396277,Curitiba,Centro
"Apartamento com 3 quartos para alugar por R$ 3000.00, 113.00 m2 - VILA IZABEL - CURITIBA/P",3000,3.0,113.0,1.0,1.0,191.0,750.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-quartos-para-alugar-por-r-3000-00-113-00-m2-vila-izabel-curitiba-p-1332393800,Curitiba,Vila Izabel
"Apartamento com 2 quartos para alugar por R$ 2100.00, 70.00 m2 - BATEL - CURITIBA/PR",2100,2.0,70.0,,1.0,79.0,500.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-2100-00-70-00-m2-batel-curitiba-pr-1332393504,Curitiba,Batel
"Apartamento com 3 quartos para alugar por R$ 2000.00, 87.35 m2 - AGUA VERDE - CURITIBA/PR",2000,3.0,87.0,1.0,1.0,121.0,630.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-quartos-para-alugar-por-r-2000-00-87-35-m2-agua-verde-curitiba-pr-1332392845,Curitiba,Água Verde
"Apartamento para Locação em Curitiba, Água Verde, 3 dormitórios, 2 banheiros, 1 vaga",1950,3.0,81.0,1.0,2.0,94.0,600.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-locacao-em-curitiba-agua-verde-3-dormitorios-2-banheiros-1-vaga-1332368047,Curitiba,Água Verde
"Apartamento com 2 quartos para alugar por R$ 1900.00, 70.00 m2 - CENTRO - CURITIBA/PR",1900,2.0,70.0,1.0,1.0,137.0,770.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-1900-00-70-00-m2-centro-curitiba-pr-1332353544,Curitiba,Centro
Alugo para moças kitinete Portão,980,1.0,,,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/alugo-para-mocas-kitinete-portao-1332349119,Curitiba,Portão
"Apartamento em Vila Izabel - Curitiba, PR",2390,1.0,51.0,,1.0,105.0,385.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-em-vila-izabel-curitiba-pr-1332341924,Curitiba,Vila Izabel
Alugo studio mobiliado no Cristo Rei proximo ao Jardim Botanico,1340,1.0,25.0,,1.0,60.0,290.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/alugo-studio-mobiliado-no-cristo-rei-proximo-ao-jardim-botanico-1332338962,Curitiba,Jardim Social
"alugamos suites e kitnets a partir de R$ 450,00 incluso agua,luz e internet.",450,1.0,,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/alugamos-suites-e-kitnets-a-partir-de-r-450-00-incluso-agua-luz-e-internet-1332338687,Curitiba,Campo de Santana
Alugo apartamento novo semi mobiliado em Araucaria.,1290,2.0,47.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/alugo-apartamento-novo-semi-mobiliado-em-araucaria-1332337053,Araucária,Iguaçu
Apto para Alugar com 1 Quarto Mobiliado.,2200,1.0,40.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apto-para-alugar-com-1-quarto-mobiliado-1332336309,Curitiba,Cristo Rei
Alugo apartamento 49m2,1250,2.0,49.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/alugo-apartamento-49m2-1332335565,Curitiba,Santa Cândida
"Ap-Kitnet nova mobiliada com garagem dir. prop. Sem Condomínio, Água Verde-Curitiba",1100,1.0,30.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/ap-kitnet-nova-mobiliada-com-garagem-dir-prop-sem-condominio-agua-verde-curitiba-1324912471,Curitiba,Água Verde
Apartamento no CHNM-1,2600,3.0,83.0,1.0,1.0,320.0,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-no-chnm-1-1321874426,Curitiba,Novo Mundo
"Imobiliária Cilar Aluga Apartamento 1 Quarto no Portão com 46,20 m², Ref. 00008.002-CILAR",1700,1.0,46.0,1.0,1.0,35.0,577.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-cilar-aluga-apartamento-1-quarto-no-portao-com-46-20-m-ref-00008-002-cilar-1332326334,Curitiba,Portão
"Imobiliária Cilar Aluga Apartamento 1 Quarto no São Francisco com 39,14m², Ref. 00008.009-",1490,1.0,39.0,,1.0,44.0,785.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-cilar-aluga-apartamento-1-quarto-no-sao-francisco-com-39-14m-ref-00008-009-1332326336,Curitiba,São Francisco
Kitnet Mobiliada - Estilo Loft,950,1.0,,,,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/kitnet-mobiliada-estilo-loft-1332324726,São José dos Pinhais,Ipê
"Apto com 3 quartos para locar, Próximo ao Mercado Municipal.",2200,3.0,100.0,1.0,3.0,190.0,880.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apto-com-3-quartos-para-locar-proximo-ao-mercado-municipal-1332324107,Curitiba,Centro
Apartamento de 2 quartos no bairro Ecoville,1800,2.0,66.0,1.0,2.0,63.0,610.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-2-quartos-no-bairro-ecoville-1332314779,Curitiba,Cidade Industrial
Imóvel para aluguel tem 26 metros quadrados com 1 quarto em Mercês - Curitiba - PR,2400,1.0,26.0,,1.0,48.0,400.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imovel-para-aluguel-tem-26-metros-quadrados-com-1-quarto-em-merces-curitiba-pr-1332311980,Curitiba,Mercês
"Studios para Locação - Av. Affonso Penna, 564 - Tarumã e Dr Goullin, 1126 Hugo Lange",1680,1.0,23.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studios-para-locacao-av-affonso-penna-564-taruma-e-dr-goullin-1126-hugo-lange-1235833705,Curitiba,Tarumã
Ap para alugar Campo de Santana,900,2.0,38.0,1.0,1.0,200.0,366.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/ap-para-alugar-campo-de-santana-1332307465,Curitiba,Campo de Santana
Studio Mobiliado em área Central - Ótima localização,1500,,33.0,,1.0,40.0,350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-mobiliado-em-area-central-otima-localizacao-1332302839,Curitiba,Centro
Imóvel para aluguel possui 90 metros quadrados com 3 quartos em Portão - Curitiba - PR,2200,3.0,90.0,1.0,1.0,85.0,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imovel-para-aluguel-possui-90-metros-quadrados-com-3-quartos-em-portao-curitiba-pr-1332301956,Curitiba,Portão
Completamente mobiliado no melhor do Batel,2500,1.0,48.0,1.0,1.0,140.0,740.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/completamente-mobiliado-no-melhor-do-batel-1332301793,Curitiba,Centro
Muito aconchego no Ecoville,2500,3.0,69.0,2.0,2.0,62.0,800.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/muito-aconchego-no-ecoville-1332300868,Curitiba,Campo Comprido
Conforto e Estilo no Cristo Rei,2500,1.0,67.0,1.0,1.0,125.0,420.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/conforto-e-estilo-no-cristo-rei-1332300849,Curitiba,Cristo Rei
Apartamento Térreo CIC,1500,2.0,48.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-terreo-cic-1332300452,Curitiba,Cidade Industrial
Apartamento 2Quartos,1800,2.0,33.0,,1.0,50.0,550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-2quartos-1332295482,Curitiba,Vila Izabel
Studio Kitnet,1040,1.0,18.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-kitnet-1209053738,Curitiba,Boqueirão
Ap 2 qts/1vag/ÁguaVerde/ 3350 reais,3350,2.0,80.0,1.0,1.0,100.0,550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/ap-2-qts-1vag-aguaverde-3350-reais-1313083714,Curitiba,Água Verde
"Ap 2 qts/ Prx Term Pinheirinho / alg 1600,oo + txs",1600,2.0,65.0,1.0,1.0,60.0,350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/ap-2-qts-prx-term-pinheirinho-alg-1600-oo-txs-1313076914,Curitiba,Pinheirinho
Alugueis,1000,1.0,50.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/alugueis-1331115574,Pinhais,Jardim Cláudia
APARTAMENTO COM 2 DORMITÓRIOS EM CONDOMÍNIO CLUBE Apartamento com 2 dormitórios em condomí,5600,2.0,109.0,2.0,3.0,255.0,1100.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-em-condominio-clube-apartamento-com-2-dormitorios-em-condomi-1332286757,Curitiba,Boa Vista
"Apartamento Condômino Clube Locação 3 quartos, Suíte Pilarzinho Curitiba - Sem Fiador",2500,3.0,66.0,1.0,2.0,76.0,400.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-condomino-clube-locacao-3-quartos-suite-pilarzinho-curitiba-sem-fiador-1332281491,Curitiba,Pilarzinho
Apartamento Mobiliado para Locação em Água Verde Curitiba - Sem Fiador,2900,3.0,136.0,2.0,3.0,347.0,1400.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-para-locacao-em-agua-verde-curitiba-sem-fiador-1332281095,Curitiba,Água Verde
Apto 45m² com 2 quartos em Sítio Cercado - Curitiba - PR,1350,2.0,45.0,,1.0,40.0,330.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apto-45m-com-2-quartos-em-sitio-cercado-curitiba-pr-1332267815,Curitiba,Sítio Cercado
Lindo apartamento totalmente mobiliado Boqueirão,2500,3.0,70.0,1.0,1.0,50.0,520.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/lindo-apartamento-totalmente-mobiliado-boqueirao-1332256422,Curitiba,Boqueirão
Apartamento mobiliado,1400,2.0,70.0,1.0,1.0,,450.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-1332248874,Pinhais,Weissópolis
Apartamento (Kitnet) 30mts.,700,1.0,30.0,1.0,1.0,15.0,30.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-kitnet-30mts-1332247135,Curitiba,Cajuru
COBERTURA NOVO MUNDO 3 QUARTOS SENDO 1 SUITE,2150,3.0,97.0,2.0,3.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-novo-mundo-3-quartos-sendo-1-suite-1328373909,Curitiba,Novo Mundo
Apartamento de um quarto direto com o proprietário,950,1.0,36.0,,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-um-quarto-direto-com-o-proprietario-1332239012,Curitiba,Cidade Industrial
Apartamento 1 Quarto Mobiliado Bigorrilho,1990,1.0,45.0,,1.0,85.0,590.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-1-quarto-mobiliado-bigorrilho-764391862,Curitiba,Bigorrilho
Apto todo mobiliado e decorado com 2 suítes - direto com proprietário,7590,2.0,96.0,2.0,3.0,200.0,900.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apto-todo-mobiliado-e-decorado-com-2-suites-direto-com-proprietario-1332179968,Curitiba,Água Verde
"Lindo Apartamento para Locação no Portão, ao Lado do Shopping Palladium!",2500,3.0,73.0,1.0,2.0,107.0,762.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/lindo-apartamento-para-locacao-no-portao-ao-lado-do-shopping-palladium-1332176913,Curitiba,Novo Mundo
"Apartamento com 3 dormitórios para alugar, 70 m² por R$ 2.900,00/mês - Ecoville - Curitiba",2900,3.0,70.0,1.0,2.0,90.0,400.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-70-m-por-r-2-900-00-mes-ecoville-curitiba-1332176885,Curitiba,Mossunguê
Apartamento 1 Dormitório demais dep próximo ao Shopping Curitiba,1495,1.0,48.0,,1.0,69.0,520.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-1-dormitorio-demais-dep-proximo-ao-shopping-curitiba-1330435296,Curitiba,Centro
Apartamento de um quarto,1999,1.0,28.0,,1.0,39.0,380.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-um-quarto-1332160889,Curitiba,Centro
"Excelente apartamento mobiliado no Edifício Studios Batel, a 50 m Do Shopping Curitiba.",3200,2.0,66.0,1.0,1.0,1.0,850.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/excelente-apartamento-mobiliado-no-edificio-studios-batel-a-50-m-do-shopping-curitiba-1331397738,Curitiba,Centro
Aluga Studio Mobiliado,1350,1.0,30.0,,,70.0,45.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/aluga-studio-mobiliado-1318298320,Curitiba,Parolin
aluga se apartamento no Iguaçu em araucária direto com proprietário,1500,2.0,64.0,1.0,1.0,,250.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/aluga-se-apartamento-no-iguacu-em-araucaria-direto-com-proprietario-1332109540,Araucária,Iguaçu
Alugo apartamento no Cristo Rei,2900,2.0,54.0,1.0,3.0,150.0,570.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/alugo-apartamento-no-cristo-rei-1327205166,Curitiba,Cristo Rei
Studio Disponível no Centro de Curitiba: Condomínio Completo,2100,1.0,16.0,,1.0,600.0,315.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-disponivel-no-centro-de-curitiba-condominio-completo-1332067604,Curitiba,Centro
"Apartamento com 3 dormitórios para alugar, 86 m² por R$ 3.698,77/mês - Vila Izabel - Curit",2450,3.0,87.0,2.0,3.0,2118.0,1072.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-86-m-por-r-3-698-77-mes-vila-izabel-curit-1332051047,Curitiba,Vila Izabel
"Apartamento com 1 dormitório para alugar, 31 m² por R$ 2.316,30/mês - Água Verde - Curitib",1700,1.0,31.0,1.0,1.0,999.0,533.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-31-m-por-r-2-316-30-mes-agua-verde-curitib-1332050808,Curitiba,Água Verde
"Apartamento com 2 dormitórios para alugar, 55 m² por R$ 2.821,53/mês - Novo Mundo - Curiti",2300,2.0,55.0,1.0,2.0,858.0,450.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-55-m-por-r-2-821-53-mes-novo-mundo-curiti-1332050801,Curitiba,Novo Mundo
CURITIBA - Apartamento Padrão - Boa Vista,3800,3.0,86.0,1.0,2.0,140.0,833.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/curitiba-apartamento-padrao-boa-vista-1332047319,Curitiba,Boa Vista
